sesion_id,equipo,equipo_id,sintoma,antiguedad_anios,temp_ambiente,falla_diagnosticada_id,falla_correcta_id,fue_correcto,probabilidad,nivel_usuario,fecha
1045,Congelador,2,consumo_alto,3,30.8,8,8,1,93,normal,2024-02-05 11:00:00
1046,Refrigerador,1,compresor_no_voltaje_no,9,26.3,17,17,1,94,tecnico,2024-05-23 13:00:00
1047,Aire Acondicionado,3,codigo_error,7,31.7,12,18,0,81,normal,2025-01-20 18:00:00
1048,Enfriador Comercial,4,comp_no_ec,4,21.1,3,10,0,90,normal,2024-11-02 12:00:00
1049,Refrigerador,1,hielo_puerta_bien,2,33.8,11,11,1,85,normal,2024-03-29 13:00:00
1050,Cuarto Frio,5,alarmas,9,26.4,15,15,1,90,normal,2024-11-28 17:00:00
1051,Refrigerador,1,ruido_zumbido,0,31.9,18,18,1,83,normal,2024-07-11 20:00:00
1052,Cuarto Frio,5,cicla_hielo_si,6,23.8,11,11,1,87,tecnico,2024-01-05 08:00:00
1053,Enfriador Comercial,4,comp_no_ec,15,26.3,3,3,1,90,normal,2024-12-29 12:00:00
1054,Aire Acondicionado,3,filtros_limpios_presion_normal,11,30.0,3,3,1,88,tecnico,2024-04-23 10:00:00
1055,Enfriador Comercial,4,comp_no_ec,0,22.8,3,3,1,90,normal,2024-11-22 13:00:00
1056,Refrigerador,1,compresor_no_clic_si,8,29.3,4,4,1,90,normal,2024-12-03 18:00:00
1057,Cuarto Frio,5,alarmas,9,27.7,15,15,1,90,normal,2024-05-12 16:00:00
1058,Aire Acondicionado,3,ruido_exterior,10,28.4,3,3,1,89,tecnico,2024-01-12 18:00:00
1059,Cuarto Frio,5,consumo_alto_cf,4,24.9,8,1,0,86,tecnico,2024-06-14 13:00:00
1060,Enfriador Comercial,4,comp_no_ec,2,27.4,3,3,1,90,normal,2024-09-21 19:00:00
1061,Refrigerador,1,hielo_puerta_bien,3,28.3,11,11,1,85,normal,2024-04-09 12:00:00
1062,Refrigerador,1,ruido_burbujeo,11,33.1,1,5,0,73,tecnico,2024-08-04 08:00:00
1063,Aire Acondicionado,3,exterior_no_control_si,3,26.9,4,4,1,78,normal,2024-01-13 16:00:00
1064,Congelador,2,comp_no,4,34.2,4,4,1,80,tecnico,2024-01-28 20:00:00
1065,Congelador,2,hielo_bordes,11,35.5,10,10,1,74,tecnico,2024-11-16 14:00:00
1066,Cuarto Frio,5,trabaja_sin_parar_filt_si,1,26.6,14,14,1,86,normal,2024-06-09 20:00:00
1067,Refrigerador,1,gotea,2,32.8,9,9,1,89,normal,2024-02-03 08:00:00
1068,Refrigerador,1,ruido_zumbido,1,26.9,18,9,0,83,normal,2025-01-20 13:00:00
1069,Aire Acondicionado,3,codigo_error,11,25.9,12,12,1,81,normal,2024-11-13 16:00:00
1070,Refrigerador,1,compresor_no_voltaje_si,9,25.9,3,3,1,89,normal,2024-09-21 12:00:00
1071,Cuarto Frio,5,trabaja_sin_parar_filt_no,2,35.3,1,1,1,93,tecnico,2024-10-20 09:00:00
1072,Cuarto Frio,5,cicla_hielo_si,5,29.5,11,11,1,87,normal,2024-04-05 10:00:00
1073,Aire Acondicionado,3,filtros_limpios_presion_baja,1,27.4,1,9,0,77,normal,2024-10-04 19:00:00
1074,Aire Acondicionado,3,filtros_sucios,6,33.0,13,13,1,97,normal,2024-01-05 15:00:00
1075,Cuarto Frio,5,alarmas,9,33.5,15,15,1,90,tecnico,2024-08-04 12:00:00
1076,Aire Acondicionado,3,exterior_no_control_si,9,30.7,4,4,1,78,normal,2024-04-06 17:00:00
1077,Enfriador Comercial,4,puertas_mal,9,23.0,10,10,1,95,normal,2024-06-20 16:00:00
1078,Congelador,2,hielo_evaporador,5,30.2,11,11,1,74,tecnico,2024-01-22 14:00:00
1079,Aire Acondicionado,3,filtros_limpios_presion_baja,9,27.4,1,1,1,77,normal,2025-01-28 20:00:00
1080,Congelador,2,consumo_alto,5,24.8,8,8,1,93,tecnico,2024-01-04 12:00:00
1081,Refrigerador,1,escarcha_mucha_ventilador_no,5,26.9,6,6,1,73,normal,2025-01-26 12:00:00
1082,Refrigerador,1,escarcha_mucha_ventilador_si,3,28.3,5,5,1,88,normal,2024-05-14 18:00:00
1083,Aire Acondicionado,3,gotea_antigua,12,29.1,9,9,1,94,normal,2024-02-21 07:00:00
1084,Aire Acondicionado,3,gotea_nueva,9,31.6,9,4,0,72,tecnico,2024-06-05 14:00:00
1085,Aire Acondicionado,3,gotea_antigua,11,23.9,9,13,0,94,tecnico,2024-12-30 08:00:00
1086,Refrigerador,1,escarcha_poca_burbujeo_si,13,20.9,1,1,1,79,normal,2024-09-29 13:00:00
1087,Congelador,2,comp_no,8,32.0,4,4,1,80,normal,2024-04-06 20:00:00
1088,Cuarto Frio,5,cicla_hielo_si,11,28.6,11,11,1,87,normal,2024-05-23 20:00:00
1089,Aire Acondicionado,3,ruido_exterior,16,31.1,3,18,0,89,normal,2024-12-05 16:00:00
1090,Refrigerador,1,escarcha_poca_burbujeo_si,7,27.2,1,1,1,79,normal,2024-09-17 12:00:00
1091,Enfriador Comercial,4,cristales_resist_no,6,27.3,16,16,1,96,tecnico,2024-09-10 14:00:00
1092,Congelador,2,hielo_bordes,6,32.5,10,11,0,74,normal,2024-04-16 10:00:00
1093,Aire Acondicionado,3,ruido_interior,12,26.3,18,18,1,92,tecnico,2024-07-10 11:00:00
1094,Cuarto Frio,5,trabaja_sin_parar_filt_si,2,31.1,14,14,1,86,normal,2024-06-29 10:00:00
1095,Cuarto Frio,5,trabaja_sin_parar_filt_si,6,25.9,14,14,1,86,normal,2024-09-11 12:00:00
1096,Congelador,2,hielo_evaporador,0,26.1,11,11,1,74,normal,2024-02-08 12:00:00
1097,Refrigerador,1,compresor_no_clic_si,12,23.3,4,4,1,90,tecnico,2024-02-20 08:00:00
1098,Refrigerador,1,compresor_no_voltaje_si,0,28.5,3,3,1,89,normal,2024-06-17 11:00:00
1099,Congelador,2,consumo_alto,11,27.7,8,8,1,93,tecnico,2025-01-20 18:00:00
1100,Cuarto Frio,5,cicla_hielo_si,0,26.1,11,11,1,87,tecnico,2025-02-04 13:00:00
1101,Enfriador Comercial,4,cristales_resist_no,10,34.8,16,3,0,96,tecnico,2024-04-26 10:00:00
1102,Aire Acondicionado,3,ruido_interior,4,29.4,18,18,1,92,normal,2024-08-27 18:00:00
1103,Enfriador Comercial,4,comp_no_ec,11,28.0,3,3,1,90,normal,2024-04-17 14:00:00
1104,Enfriador Comercial,4,cristales_resist_no,0,31.4,16,16,1,96,tecnico,2024-06-05 18:00:00
1105,Refrigerador,1,ruido_vibracion,11,30.8,3,3,1,74,normal,2024-07-25 19:00:00
1106,Cuarto Frio,5,cicla_hielo_si,5,25.9,11,11,1,87,tecnico,2024-03-12 09:00:00
1107,Congelador,2,hielo_bordes,8,24.6,10,8,0,74,normal,2024-07-19 08:00:00
1108,Cuarto Frio,5,cicla_hielo_no,3,25.7,1,1,1,94,normal,2024-08-19 17:00:00
1109,Congelador,2,comp_func_temp_0_10,3,27.9,1,11,0,76,normal,2024-04-05 10:00:00
1110,Refrigerador,1,compresor_no_voltaje_no,4,26.8,17,17,1,94,normal,2024-02-05 14:00:00
1111,Refrigerador,1,compresor_no_voltaje_si,7,32.7,3,3,1,89,normal,2024-02-26 09:00:00
1112,Cuarto Frio,5,cicla_hielo_no,7,36.0,1,8,0,94,tecnico,2024-04-15 09:00:00
1113,Aire Acondicionado,3,exterior_no_control_no,6,27.9,12,12,1,87,tecnico,2024-10-27 10:00:00
1114,Cuarto Frio,5,alarmas,9,24.6,15,15,1,90,normal,2024-03-14 14:00:00
1115,Refrigerador,1,compresor_no_voltaje_no,8,29.1,17,17,1,94,normal,2024-08-24 16:00:00
1116,Refrigerador,1,hielo_puerta_bien,1,32.6,11,11,1,85,tecnico,2024-06-26 18:00:00
1117,Congelador,2,hielo_evaporador,8,29.9,11,11,1,74,tecnico,2025-01-10 13:00:00
1118,Enfriador Comercial,4,cristales_resist_si,14,26.7,16,16,1,85,normal,2024-07-20 18:00:00
1119,Refrigerador,1,escarcha_poca_burbujeo_no,13,33.5,2,3,0,78,normal,2024-02-04 18:00:00
1120,Aire Acondicionado,3,ruido_interior,6,35.9,18,18,1,92,normal,2024-07-07 08:00:00
1121,Refrigerador,1,ruido_zumbido,11,27.0,18,18,1,83,normal,2024-08-24 07:00:00
1122,Refrigerador,1,hielo_puerta_mala,9,32.9,10,10,1,77,normal,2025-01-16 13:00:00
1123,Aire Acondicionado,3,gotea_nueva,0,29.0,9,9,1,72,normal,2024-08-25 14:00:00
1124,Enfriador Comercial,4,comp_func_cond_limpio,1,35.3,1,1,1,87,normal,2024-08-29 20:00:00
1125,Congelador,2,comp_func_temp_mayor_0,3,30.8,3,3,1,96,normal,2024-07-19 09:00:00
1126,Refrigerador,1,hielo_puerta_mala,10,29.2,10,10,1,77,normal,2024-07-02 09:00:00
1127,Aire Acondicionado,3,filtros_limpios_presion_baja,13,24.8,1,1,1,77,normal,2024-09-24 17:00:00
1128,Refrigerador,1,compresor_no_voltaje_no,9,28.1,17,17,1,94,normal,2024-01-25 19:00:00
1129,Enfriador Comercial,4,comp_func_cond_sucio,14,26.9,8,8,1,92,normal,2024-01-08 12:00:00
1130,Aire Acondicionado,3,filtros_limpios_presion_normal,3,31.1,3,18,0,88,normal,2024-03-26 07:00:00
1131,Enfriador Comercial,4,cristales_resist_no,2,26.6,16,16,1,96,normal,2024-10-04 13:00:00
1132,Enfriador Comercial,4,comp_func_cond_limpio,4,33.5,1,8,0,87,normal,2024-01-08 13:00:00
1133,Congelador,2,comp_func_temp_0_10,6,27.6,1,11,0,76,normal,2024-02-04 10:00:00
1134,Enfriador Comercial,4,comp_no_ec,11,29.4,3,3,1,90,tecnico,2024-12-30 15:00:00
1135,Cuarto Frio,5,trabaja_sin_parar_filt_no,4,31.9,1,1,1,93,normal,2025-01-29 18:00:00
1136,Aire Acondicionado,3,gotea_antigua,3,31.0,9,9,1,94,normal,2024-12-07 14:00:00
1137,Refrigerador,1,compresor_no_voltaje_si,0,32.7,3,3,1,89,tecnico,2024-09-14 16:00:00
1138,Refrigerador,1,escarcha_poca_burbujeo_no,0,26.7,2,2,1,78,normal,2024-05-01 18:00:00
1139,Enfriador Comercial,4,comp_func_cond_sucio,8,32.6,8,8,1,92,normal,2024-04-14 17:00:00
1140,Refrigerador,1,escarcha_poca_burbujeo_no,14,30.4,2,9,0,78,normal,2024-06-11 17:00:00
1141,Refrigerador,1,ruido_zumbido,11,22.7,18,18,1,83,normal,2025-01-10 12:00:00
1142,Congelador,2,comp_func_temp_mayor_0,3,32.7,3,3,1,96,tecnico,2024-05-07 19:00:00
1143,Aire Acondicionado,3,codigo_error,13,26.5,12,12,1,81,normal,2024-09-08 08:00:00
1144,Aire Acondicionado,3,filtros_limpios_presion_baja,8,28.7,1,1,1,77,normal,2024-02-16 09:00:00
1145,Cuarto Frio,5,consumo_alto_cf,12,31.7,8,8,1,86,tecnico,2024-06-08 09:00:00
1146,Aire Acondicionado,3,exterior_no_control_si,6,27.8,4,4,1,78,normal,2024-10-22 14:00:00
1147,Aire Acondicionado,3,exterior_no_control_no,12,19.2,12,12,1,87,normal,2024-08-29 14:00:00
1148,Enfriador Comercial,4,cristales_resist_no,8,30.2,16,16,1,96,normal,2024-09-03 07:00:00
1149,Enfriador Comercial,4,cristales_resist_si,12,29.5,16,16,1,85,normal,2025-01-07 09:00:00
1150,Congelador,2,hielo_evaporador,6,20.0,11,11,1,74,normal,2024-11-06 14:00:00
1151,Refrigerador,1,compresor_no_voltaje_si,2,26.7,3,3,1,89,normal,2024-09-13 18:00:00
1152,Congelador,2,hielo_evaporador,6,29.4,11,11,1,74,normal,2025-01-15 12:00:00
1153,Enfriador Comercial,4,cristales_resist_si,5,30.5,16,1,0,85,normal,2024-10-16 09:00:00
1154,Aire Acondicionado,3,gotea_nueva,16,28.9,9,18,0,72,normal,2024-12-29 14:00:00
1155,Congelador,2,consumo_alto,1,25.8,8,8,1,93,normal,2024-07-04 17:00:00
1156,Refrigerador,1,hielo_puerta_bien,9,31.8,11,11,1,85,normal,2024-12-14 09:00:00
1157,Congelador,2,comp_func_temp_mayor_0,8,36.3,3,3,1,96,tecnico,2024-11-25 18:00:00
1158,Enfriador Comercial,4,cristales_resist_si,10,26.7,16,1,0,85,normal,2024-04-06 13:00:00
1159,Aire Acondicionado,3,gotea_nueva,4,25.6,9,9,1,72,normal,2024-06-06 18:00:00
1160,Enfriador Comercial,4,puertas_mal,13,38.9,10,10,1,95,normal,2024-06-25 20:00:00
1161,Aire Acondicionado,3,exterior_no_control_no,10,32.6,12,12,1,87,tecnico,2024-09-08 07:00:00
1162,Refrigerador,1,escarcha_mucha_ventilador_no,11,27.3,6,6,1,73,normal,2024-05-27 18:00:00
1163,Enfriador Comercial,4,comp_func_cond_sucio,3,29.8,8,8,1,92,normal,2024-02-26 14:00:00
1164,Cuarto Frio,5,trabaja_sin_parar_filt_no,3,31.0,1,1,1,93,normal,2025-01-23 10:00:00
1165,Congelador,2,hielo_evaporador,6,30.6,11,11,1,74,normal,2024-02-13 13:00:00
1166,Refrigerador,1,compresor_no_clic_si,1,28.0,4,4,1,90,normal,2024-09-05 17:00:00
1167,Refrigerador,1,escarcha_mucha_ventilador_si,1,29.0,5,5,1,88,tecnico,2024-02-19 10:00:00
1168,Cuarto Frio,5,trabaja_sin_parar_filt_si,5,28.5,14,14,1,86,tecnico,2024-05-16 14:00:00
1169,Enfriador Comercial,4,comp_no_ec,8,25.9,3,3,1,90,normal,2024-05-02 12:00:00
1170,Enfriador Comercial,4,cristales_resist_si,8,34.2,16,8,0,85,tecnico,2024-01-02 14:00:00
1171,Enfriador Comercial,4,puertas_mal,12,29.8,10,10,1,95,normal,2024-12-24 19:00:00
1172,Aire Acondicionado,3,gotea_antigua,6,28.6,9,9,1,94,tecnico,2024-09-20 13:00:00
1173,Aire Acondicionado,3,filtros_limpios_presion_baja,19,36.1,1,8,0,77,normal,2024-01-24 19:00:00
1174,Congelador,2,consumo_alto,6,27.1,8,8,1,93,normal,2024-11-09 19:00:00
1175,Refrigerador,1,compresor_no_voltaje_si,6,37.4,3,2,0,89,tecnico,2024-05-30 16:00:00
1176,Aire Acondicionado,3,filtros_sucios,13,25.1,13,13,1,97,tecnico,2025-01-01 15:00:00
1177,Refrigerador,1,escarcha_poca_burbujeo_si,7,35.5,1,11,0,79,normal,2024-08-16 08:00:00
1178,Enfriador Comercial,4,puertas_mal,7,32.9,10,10,1,95,normal,2024-12-03 18:00:00
1179,Refrigerador,1,escarcha_mucha_ventilador_no,6,28.5,6,10,0,73,tecnico,2024-04-22 18:00:00
1180,Congelador,2,consumo_alto,6,26.7,8,8,1,93,normal,2024-03-10 15:00:00
1181,Enfriador Comercial,4,comp_func_cond_limpio,11,27.6,1,1,1,87,tecnico,2024-02-03 17:00:00
1182,Congelador,2,hielo_evaporador,14,31.5,11,8,0,74,normal,2024-10-14 20:00:00
1183,Enfriador Comercial,4,comp_func_cond_sucio,3,30.3,8,8,1,92,tecnico,2024-04-06 18:00:00
1184,Refrigerador,1,ruido_burbujeo,5,30.1,1,10,0,73,normal,2024-01-01 11:00:00
1185,Refrigerador,1,ruido_burbujeo,7,35.4,1,1,1,73,normal,2024-12-13 19:00:00
1186,Aire Acondicionado,3,ruido_exterior,9,19.8,3,3,1,89,normal,2024-01-05 15:00:00
1187,Enfriador Comercial,4,comp_no_ec,2,36.1,3,3,1,90,normal,2024-11-03 11:00:00
1188,Aire Acondicionado,3,filtros_limpios_presion_baja,8,26.3,1,1,1,77,tecnico,2024-03-04 11:00:00
1189,Cuarto Frio,5,cicla_hielo_no,8,29.7,1,8,0,94,tecnico,2024-06-19 09:00:00
1190,Aire Acondicionado,3,exterior_no_control_si,9,32.2,4,4,1,78,tecnico,2024-04-01 20:00:00
1191,Enfriador Comercial,4,puertas_mal,6,34.8,10,10,1,95,tecnico,2024-10-07 13:00:00
1192,Congelador,2,hielo_evaporador,9,28.4,11,8,0,74,normal,2024-09-27 18:00:00
1193,Congelador,2,comp_no,9,31.7,4,4,1,80,normal,2025-01-20 19:00:00
1194,Cuarto Frio,5,trabaja_sin_parar_filt_si,12,36.4,14,14,1,86,normal,2024-03-24 16:00:00
1195,Aire Acondicionado,3,ruido_interior,9,28.4,18,18,1,92,tecnico,2025-01-11 17:00:00
1196,Refrigerador,1,compresor_no_voltaje_si,10,31.2,3,3,1,89,normal,2024-03-16 13:00:00
1197,Enfriador Comercial,4,puertas_mal,12,30.6,10,3,0,95,tecnico,2024-03-01 15:00:00
1198,Congelador,2,hielo_bordes,6,28.2,10,10,1,74,tecnico,2024-05-05 07:00:00
1199,Refrigerador,1,escarcha_poca_burbujeo_no,6,27.2,2,2,1,78,tecnico,2025-02-01 18:00:00
1200,Refrigerador,1,gotea,6,34.1,9,9,1,89,normal,2024-11-19 17:00:00
1201,Enfriador Comercial,4,comp_no_ec,0,30.5,3,3,1,90,tecnico,2024-04-25 07:00:00
1202,Cuarto Frio,5,consumo_alto_cf,19,30.4,8,8,1,86,normal,2024-02-18 19:00:00
1203,Cuarto Frio,5,trabaja_sin_parar_filt_no,5,35.2,1,1,1,93,normal,2024-06-15 08:00:00
1204,Cuarto Frio,5,trabaja_sin_parar_filt_no,6,29.0,1,1,1,93,normal,2024-10-01 19:00:00
1205,Cuarto Frio,5,cicla_hielo_no,1,31.6,1,1,1,94,normal,2025-01-20 19:00:00
1206,Aire Acondicionado,3,filtros_limpios_presion_normal,3,24.7,3,3,1,88,normal,2024-10-11 14:00:00
1207,Congelador,2,comp_func_temp_0_10,0,23.8,1,1,1,76,normal,2025-01-20 07:00:00
1208,Refrigerador,1,escarcha_mucha_ventilador_no,7,26.4,6,6,1,73,normal,2024-08-04 17:00:00
1209,Refrigerador,1,escarcha_poca_burbujeo_no,4,33.6,2,17,0,78,normal,2024-10-22 14:00:00
1210,Congelador,2,hielo_bordes,14,27.4,10,11,0,74,normal,2024-04-17 18:00:00
1211,Refrigerador,1,hielo_puerta_mala,12,29.2,10,10,1,77,tecnico,2024-03-09 16:00:00
1212,Cuarto Frio,5,trabaja_sin_parar_filt_no,8,31.6,1,1,1,93,tecnico,2024-08-04 08:00:00
1213,Cuarto Frio,5,cicla_hielo_si,4,27.6,11,11,1,87,tecnico,2024-12-12 13:00:00
1214,Aire Acondicionado,3,ruido_exterior,3,27.1,3,3,1,89,normal,2024-11-20 18:00:00
1215,Aire Acondicionado,3,gotea_antigua,8,26.1,9,9,1,94,tecnico,2024-06-10 19:00:00
1216,Enfriador Comercial,4,cristales_resist_si,0,25.2,16,16,1,85,normal,2024-03-04 15:00:00
1217,Refrigerador,1,hielo_puerta_mala,7,34.2,10,10,1,77,normal,2024-05-19 09:00:00
1218,Aire Acondicionado,3,exterior_no_control_no,0,31.3,12,12,1,87,tecnico,2024-07-12 08:00:00
1219,Refrigerador,1,escarcha_poca_burbujeo_si,7,32.8,1,3,0,79,normal,2024-12-24 16:00:00
1220,Congelador,2,hielo_bordes,4,25.2,10,10,1,74,normal,2024-06-11 19:00:00
1221,Enfriador Comercial,4,comp_func_cond_sucio,5,28.4,8,8,1,92,normal,2024-07-25 14:00:00
1222,Cuarto Frio,5,trabaja_sin_parar_filt_no,4,18.5,1,1,1,93,tecnico,2024-12-02 09:00:00
1223,Aire Acondicionado,3,gotea_nueva,8,28.0,9,9,1,72,normal,2025-02-02 10:00:00
1224,Cuarto Frio,5,cicla_hielo_no,10,37.9,1,8,0,94,tecnico,2024-08-27 15:00:00
1225,Congelador,2,comp_no,15,22.7,4,3,0,80,normal,2024-02-14 11:00:00
1226,Enfriador Comercial,4,comp_no_ec,12,28.2,3,3,1,90,normal,2024-05-02 08:00:00
1227,Aire Acondicionado,3,codigo_error,1,28.8,12,12,1,81,tecnico,2024-08-05 17:00:00
1228,Cuarto Frio,5,alarmas,2,23.9,15,15,1,90,normal,2024-12-12 15:00:00
1229,Refrigerador,1,compresor_no_voltaje_no,0,31.8,17,17,1,94,normal,2024-09-30 18:00:00
1230,Congelador,2,comp_func_temp_mayor_0,20,36.0,3,3,1,96,tecnico,2024-09-27 17:00:00
1231,Cuarto Frio,5,trabaja_sin_parar_filt_si,8,34.8,14,8,0,86,normal,2024-07-06 20:00:00
1232,Aire Acondicionado,3,ruido_exterior,5,27.7,3,3,1,89,normal,2024-03-28 12:00:00
1233,Refrigerador,1,compresor_no_voltaje_si,14,29.0,3,3,1,89,normal,2024-06-02 14:00:00
1234,Congelador,2,comp_no,3,34.0,4,4,1,80,normal,2024-04-21 11:00:00
1235,Cuarto Frio,5,trabaja_sin_parar_filt_si,15,35.1,14,14,1,86,normal,2024-08-23 12:00:00
1236,Congelador,2,comp_no,2,24.1,4,4,1,80,tecnico,2024-07-24 12:00:00
1237,Refrigerador,1,escarcha_mucha_ventilador_no,6,30.6,6,10,0,73,normal,2024-09-06 07:00:00
1238,Aire Acondicionado,3,exterior_no_control_no,3,33.6,12,12,1,87,normal,2024-08-07 09:00:00
1239,Cuarto Frio,5,cicla_hielo_si,2,21.9,11,11,1,87,normal,2024-08-10 07:00:00
1240,Congelador,2,consumo_alto,3,31.9,8,8,1,93,normal,2024-07-21 13:00:00
1241,Congelador,2,comp_func_temp_0_10,3,30.4,1,1,1,76,normal,2024-08-03 14:00:00
1242,Cuarto Frio,5,cicla_hielo_no,11,33.3,1,1,1,94,tecnico,2024-07-23 15:00:00
1243,Enfriador Comercial,4,comp_func_cond_sucio,2,29.6,8,8,1,92,normal,2025-01-27 17:00:00
1244,Aire Acondicionado,3,filtros_limpios_presion_baja,9,29.5,1,1,1,77,tecnico,2025-01-12 07:00:00
1245,Enfriador Comercial,4,cristales_resist_si,4,22.3,16,16,1,85,normal,2024-09-18 09:00:00
1246,Aire Acondicionado,3,exterior_no_control_no,11,29.6,12,12,1,87,tecnico,2024-05-06 17:00:00
1247,Enfriador Comercial,4,comp_func_cond_sucio,6,29.4,8,8,1,92,normal,2024-04-06 20:00:00
1248,Cuarto Frio,5,alarmas,8,27.2,15,15,1,90,normal,2024-01-20 11:00:00
1249,Aire Acondicionado,3,filtros_sucios,6,27.7,13,13,1,97,normal,2024-06-05 18:00:00
1250,Aire Acondicionado,3,exterior_no_control_si,5,27.8,4,4,1,78,normal,2024-11-25 07:00:00
1251,Congelador,2,comp_func_temp_0_10,4,28.3,1,1,1,76,normal,2024-01-25 09:00:00
1252,Refrigerador,1,escarcha_mucha_ventilador_si,1,32.7,5,5,1,88,normal,2024-08-29 11:00:00
1253,Cuarto Frio,5,trabaja_sin_parar_filt_si,6,28.9,14,14,1,86,normal,2024-12-08 07:00:00
1254,Cuarto Frio,5,trabaja_sin_parar_filt_no,5,33.7,1,1,1,93,normal,2025-02-02 16:00:00
1255,Cuarto Frio,5,consumo_alto_cf,5,27.4,8,8,1,86,tecnico,2024-03-07 17:00:00
1256,Cuarto Frio,5,trabaja_sin_parar_filt_si,0,26.8,14,8,0,86,normal,2024-08-16 08:00:00
1257,Refrigerador,1,ruido_zumbido,8,27.6,18,18,1,83,normal,2024-03-19 07:00:00
1258,Aire Acondicionado,3,exterior_no_control_si,6,33.3,4,4,1,78,tecnico,2025-01-23 20:00:00
1259,Cuarto Frio,5,cicla_hielo_si,13,23.0,11,1,0,87,normal,2024-09-25 15:00:00
1260,Refrigerador,1,escarcha_poca_burbujeo_si,8,31.0,1,1,1,79,normal,2024-01-24 16:00:00
1261,Refrigerador,1,gotea,17,31.7,9,9,1,89,normal,2024-09-19 08:00:00
1262,Aire Acondicionado,3,ruido_interior,10,35.8,18,18,1,92,tecnico,2024-07-24 16:00:00
1263,Congelador,2,comp_func_temp_mayor_0,3,30.5,3,3,1,96,tecnico,2024-09-19 14:00:00
1264,Cuarto Frio,5,alarmas,10,31.4,15,15,1,90,tecnico,2024-05-31 18:00:00
1265,Congelador,2,hielo_bordes,2,29.8,10,10,1,74,normal,2024-05-22 09:00:00
1266,Congelador,2,comp_func_temp_0_10,9,33.9,1,8,0,76,tecnico,2024-09-30 08:00:00
1267,Refrigerador,1,hielo_puerta_mala,5,26.0,10,10,1,77,tecnico,2024-10-08 11:00:00
1268,Aire Acondicionado,3,gotea_nueva,13,26.6,9,9,1,72,tecnico,2024-11-16 20:00:00
1269,Refrigerador,1,compresor_no_voltaje_si,3,31.4,3,17,0,89,normal,2025-02-02 19:00:00
1270,Cuarto Frio,5,trabaja_sin_parar_filt_si,10,28.5,14,14,1,86,tecnico,2024-05-11 20:00:00
1271,Cuarto Frio,5,consumo_alto_cf,3,25.7,8,8,1,86,normal,2025-01-20 13:00:00
1272,Aire Acondicionado,3,ruido_interior,4,30.3,18,18,1,92,normal,2024-09-02 08:00:00
1273,Enfriador Comercial,4,comp_func_cond_sucio,6,30.0,8,8,1,92,tecnico,2024-04-02 17:00:00
1274,Congelador,2,comp_func_temp_0_10,5,26.7,1,10,0,76,normal,2024-04-06 08:00:00
1275,Aire Acondicionado,3,filtros_limpios_presion_normal,6,23.5,3,3,1,88,tecnico,2024-03-11 18:00:00
1276,Refrigerador,1,ruido_burbujeo,2,30.6,1,1,1,73,normal,2024-01-07 19:00:00
1277,Refrigerador,1,escarcha_poca_burbujeo_si,4,30.9,1,1,1,79,normal,2024-01-05 19:00:00
1278,Refrigerador,1,ruido_zumbido,10,30.1,18,18,1,83,tecnico,2024-04-13 09:00:00
1279,Enfriador Comercial,4,cristales_resist_no,13,30.4,16,16,1,96,normal,2024-10-05 18:00:00
1280,Congelador,2,consumo_alto,7,25.9,8,8,1,93,normal,2024-10-05 11:00:00
1281,Refrigerador,1,ruido_zumbido,13,28.8,18,18,1,83,normal,2024-07-16 09:00:00
1282,Congelador,2,consumo_alto,4,29.1,8,8,1,93,normal,2024-12-17 18:00:00
1283,Refrigerador,1,ruido_vibracion,3,30.4,3,9,0,74,normal,2024-06-19 08:00:00
1284,Congelador,2,comp_func_temp_0_10,13,30.2,1,1,1,76,normal,2024-09-28 12:00:00
1285,Cuarto Frio,5,trabaja_sin_parar_filt_no,9,32.5,1,1,1,93,tecnico,2024-06-27 08:00:00
1286,Congelador,2,hielo_evaporador,9,33.8,11,1,0,74,tecnico,2024-03-17 19:00:00
1287,Aire Acondicionado,3,gotea_antigua,2,22.3,9,1,0,94,normal,2024-08-06 18:00:00
1288,Congelador,2,comp_func_temp_mayor_0,1,31.3,3,4,0,96,tecnico,2024-06-29 12:00:00
1289,Enfriador Comercial,4,cristales_resist_si,7,34.3,16,16,1,85,normal,2024-11-30 10:00:00
1290,Enfriador Comercial,4,cristales_resist_si,7,28.1,16,16,1,85,normal,2024-10-01 20:00:00
1291,Aire Acondicionado,3,gotea_nueva,1,27.9,9,18,0,72,normal,2024-02-14 10:00:00
1292,Congelador,2,comp_func_temp_0_10,3,24.2,1,8,0,76,normal,2024-03-09 08:00:00
1293,Refrigerador,1,compresor_no_voltaje_si,5,33.1,3,3,1,89,normal,2024-10-09 13:00:00
1294,Aire Acondicionado,3,exterior_no_control_si,12,23.4,4,4,1,78,normal,2024-12-22 18:00:00
1295,Aire Acondicionado,3,gotea_nueva,10,27.6,9,9,1,72,normal,2024-10-24 08:00:00
1296,Enfriador Comercial,4,cristales_resist_no,13,25.0,16,16,1,96,normal,2024-02-10 10:00:00
1297,Refrigerador,1,escarcha_mucha_ventilador_si,8,29.9,5,5,1,88,tecnico,2025-01-18 15:00:00
1298,Congelador,2,hielo_evaporador,6,26.9,11,11,1,74,tecnico,2024-12-21 07:00:00
1299,Congelador,2,comp_func_temp_0_10,2,29.8,1,1,1,76,normal,2024-01-06 13:00:00
1300,Enfriador Comercial,4,puertas_mal,15,28.3,10,10,1,95,tecnico,2024-05-12 16:00:00
